自增ID,统计日期,店铺名称,商品ID,商品名称,SKU ID,SKU名称,加购件数,下单件数,下单买家数,下单金额,支付件数,支付买家数,支付金额,款号,颜色,分款号,波段,链接,上线前三天,记录日期,商品编码
512,2025-10-07,优衣库官方旗舰店,124173,家居服夏季款,526462,SPU123-粉色-XXL,500,439,180,20626,169,56,30818,SPU123,粉色,SUB303,A波,https://shop.example.com/product/87183,2025-10-07,2025-10-25 19:38:56,SPU123-粉色-XXL
513,2025-10-01,秋水伊人官方旗舰店,692493,家居服夏季款,547348,SPU123-粉色-均码,381,378,237,28926,197,20,7203,SPU123,粉色,SUB750,C波,https://shop.example.com/product/28003,2025-10-01,2025-10-26 18:54:11,SPU123-粉色-均码
514,2025-09-28,太平鸟官方旗舰店,436693,家居服夏季款,315889,SPU123-粉色-XL,50,291,189,38899,194,119,521,SPU123,粉色,SUB283,C波,https://shop.example.com/product/55844,2025-09-28,2025-10-16 03:54:06,SPU123-粉色-XL
515,2025-09-24,韩都衣舍女装官方旗舰店,268927,家居服夏季款,585147,SPU123-粉色-M,105,56,43,13524,10,6,19641,SPU123,粉色,SUB340,A波,https://shop.example.com/product/51158,2025-09-24,2025-10-15 06:26:03,SPU123-粉色-M
516,2025-10-06,ONLY女装官方旗舰店,649999,家居服夏季款,750919,SPU123-粉色-S,870,314,286,37350,148,85,25786,SPU123,粉色,SUB457,C波,https://shop.example.com/product/64256,2025-10-06,2025-10-15 04:17:35,SPU123-粉色-S
517,2025-09-23,江南布衣官方旗舰店,413038,训练外套秋冬款,446457,SPU124-绿色-XXXL,771,336,134,19146,222,190,14510,SPU124,绿色,SUB414,C波,https://shop.example.com/product/19567,2025-09-23,2025-10-12 22:03:18,SPU124-绿色-XXXL
518,2025-09-07,优衣库女装官方旗舰店,227205,训练外套秋冬款,514734,SPU124-绿色-M,1166,405,308,38606,156,62,39810,SPU124,绿色,SUB348,C波,https://shop.example.com/product/46148,2025-09-07,2025-10-04 04:37:14,SPU124-绿色-M
519,2025-09-26,欧时力官方旗舰店,337413,训练外套秋冬款,702847,SPU124-绿色-L,276,296,209,17288,230,4,34460,SPU124,绿色,SUB877,B波,https://shop.example.com/product/29150,2025-09-26,2025-10-09 22:24:58,SPU124-绿色-L
520,2025-10-14,GXG男装官方旗舰店,444130,训练外套秋冬款,624816,SPU124-绿色-L,215,114,16,39678,6,5,31262,SPU124,绿色,SUB840,B波,https://shop.example.com/product/85447,2025-10-11,2025-10-27 02:37:59,SPU124-绿色-L
521,2025-09-24,优衣库童装官方旗舰店,907966,休闲裤经典款,647760,SPU125-紫色-XS,552,342,51,16330,272,80,6790,SPU125,紫色,SUB108,D波,https://shop.example.com/product/26919,2025-09-24,2025-10-22 23:07:16,SPU125-紫色-XS
522,2025-10-11,Massimo Dutti官方旗舰店,601992,休闲裤经典款,898683,SPU125-紫色-M,5,31,30,21418,11,4,33985,SPU125,紫色,SUB456,B波,https://shop.example.com/product/47626,2025-10-11,2025-10-24 01:39:56,SPU125-紫色-M
523,2025-09-16,杰克琼斯官方旗舰店,453032,休闲裤经典款,595575,SPU125-紫色-L,819,322,299,8644,211,199,8235,SPU125,紫色,SUB138,B波,https://shop.example.com/product/11331,2025-09-16,2025-10-06 09:19:42,SPU125-紫色-L
524,2025-10-09,秋水伊人官方旗舰店,694212,休闲裤经典款,553862,SPU125-紫色-L,38,21,12,4200,9,2,14643,SPU125,紫色,SUB680,A波,https://shop.example.com/product/13589,2025-10-09,2025-10-28 21:12:40,SPU125-紫色-L
525,2025-10-07,COS官方旗舰店,242984,休闲裤经典款,916615,SPU125-紫色-XL,29,72,26,48092,45,29,21844,SPU125,紫色,SUB979,D波,https://shop.example.com/product/56692,2025-10-07,2025-10-16 10:51:53,SPU125-紫色-XL
526,2025-10-12,ONLY官方旗舰店,446834,包臀裙热卖款,710638,SPU126-粉色-M,345,270,241,151,200,142,28196,SPU126,粉色,SUB925,A波,https://shop.example.com/product/85191,2025-10-11,2025-10-22 11:10:01,SPU126-粉色-M
527,2025-10-10,H&M官方旗舰店,373774,包臀裙热卖款,840102,SPU126-粉色-XL,369,312,282,19552,111,24,16998,SPU126,粉色,SUB812,C波,https://shop.example.com/product/61976,2025-10-10,2025-10-26 19:05:42,SPU126-粉色-XL
528,2025-10-02,GAP官方旗舰店,175999,包臀裙热卖款,333646,SPU126-粉色-XS,555,198,140,24312,56,3,13415,SPU126,粉色,SUB403,B波,https://shop.example.com/product/34968,2025-10-02,2025-10-24 02:37:24,SPU126-粉色-XS
529,2025-09-15,Bershka官方旗舰店,803330,包臀裙热卖款,876849,SPU126-粉色-L,277,424,17,16296,208,49,20317,SPU126,粉色,SUB568,C波,https://shop.example.com/product/34000,2025-09-15,2025-10-04 07:11:13,SPU126-粉色-L
530,2025-10-13,VERO MODA官方旗舰店,787890,家居服秋冬款,213017,SPU127-蓝色-L,9,135,77,15203,104,84,29541,SPU127,蓝色,SUB831,D波,https://shop.example.com/product/76117,2025-10-11,2025-10-15 13:42:50,SPU127-蓝色-L
531,2025-10-08,ZARA男装官方旗舰店,939905,家居服秋冬款,789997,SPU127-蓝色-M,811,379,276,1836,354,16,36186,SPU127,蓝色,SUB910,C波,https://shop.example.com/product/28463,2025-10-08,2025-10-28 11:21:41,SPU127-蓝色-M
532,2025-10-08,太平鸟女装官方旗舰店,889853,家居服秋冬款,710865,SPU127-蓝色-M,51,291,78,42848,143,22,31935,SPU127,蓝色,SUB548,C波,https://shop.example.com/product/18442,2025-10-08,2025-10-15 20:26:52,SPU127-蓝色-M
533,2025-09-22,ONLY官方旗舰店,139363,家居服秋冬款,416772,SPU127-蓝色-XS,212,238,215,20875,67,7,10168,SPU127,蓝色,SUB333,C波,https://shop.example.com/product/16151,2025-09-22,2025-10-21 23:51:03,SPU127-蓝色-XS
534,2025-10-03,Massimo Dutti女装官方旗舰店,686242,家居服秋冬款,739109,SPU127-蓝色-均码,241,83,35,27664,20,12,22173,SPU127,蓝色,SUB285,D波,https://shop.example.com/product/54141,2025-10-03,2025-10-04 11:12:05,SPU127-蓝色-均码
535,2025-10-08,ONLY官方旗舰店,310807,针织连衣裙新款,239960,SPU128-棕色-均码,1065,373,78,40868,81,29,610,SPU128,棕色,SUB239,A波,https://shop.example.com/product/27621,2025-10-08,2025-10-21 19:07:33,SPU128-棕色-均码
536,2025-09-20,美特斯邦威男装官方旗舰店,213043,针织连衣裙新款,325995,SPU128-棕色-XXL,104,169,2,15055,102,2,14382,SPU128,棕色,SUB302,C波,https://shop.example.com/product/63515,2025-09-20,2025-10-04 14:45:28,SPU128-棕色-XXL
537,2025-09-09,H&M官方旗舰店,869721,针织连衣裙新款,825885,SPU128-棕色-S,125,239,171,28034,112,100,29903,SPU128,棕色,SUB473,A波,https://shop.example.com/product/67349,2025-09-09,2025-10-02 22:31:30,SPU128-棕色-S
538,2025-09-14,Pull&Bear官方旗舰店,913596,针织连衣裙新款,601626,SPU128-棕色-均码,1248,438,312,22765,218,192,20656,SPU128,棕色,SUB355,A波,https://shop.example.com/product/32748,2025-09-14,2025-10-01 19:14:17,SPU128-棕色-均码
539,2025-10-08,VERO MODA官方旗舰店,158772,针织连衣裙新款,182042,SPU128-棕色-XXL,88,142,59,48150,94,74,36446,SPU128,棕色,SUB888,C波,https://shop.example.com/product/73915,2025-10-08,2025-10-28 08:51:31,SPU128-棕色-XXL
540,2025-10-15,耐克官方旗舰店,327315,家居服秋冬款,384010,SPU129-米色-XS,67,87,5,8326,30,17,19398,SPU129,米色,SUB569,A波,https://shop.example.com/product/86221,2025-10-14,2025-10-26 09:47:28,SPU129-米色-XS
541,2025-09-14,COS女装官方旗舰店,908003,家居服秋冬款,117181,SPU129-米色-XL,186,414,232,47035,379,83,10709,SPU129,米色,SUB777,B波,https://shop.example.com/product/48361,2025-09-14,2025-10-06 08:23:24,SPU129-米色-XL
542,2025-10-03,ZARA官方旗舰店,560688,家居服秋冬款,953880,SPU129-米色-XL,52,26,26,16970,11,10,35813,SPU129,米色,SUB573,A波,https://shop.example.com/product/72427,2025-10-03,2025-10-17 10:16:57,SPU129-米色-XL
543,2025-10-03,ZARA童装官方旗舰店,619246,家居服秋冬款,436713,SPU129-米色-L,844,328,133,27126,325,54,39368,SPU129,米色,SUB982,B波,https://shop.example.com/product/44564,2025-10-03,2025-10-10 14:06:51,SPU129-米色-L
544,2025-09-05,杰克琼斯官方旗舰店,770898,休闲衬衫热卖款,667933,SPU130-黑色-均码,29,25,17,28882,12,2,30746,SPU130,黑色,SUB744,B波,https://shop.example.com/product/54496,2025-09-05,2025-10-03 16:11:24,SPU130-黑色-均码
545,2025-09-15,Stradivarius官方旗舰店,263107,休闲衬衫热卖款,432039,SPU130-黑色-XXXL,613,258,20,38334,32,21,25249,SPU130,黑色,SUB503,C波,https://shop.example.com/product/43386,2025-09-15,2025-10-10 22:37:44,SPU130-黑色-XXXL
546,2025-09-27,H&M男装官方旗舰店,875419,休闲衬衫热卖款,254594,SPU130-黑色-S,506,468,248,16325,259,96,29580,SPU130,黑色,SUB687,A波,https://shop.example.com/product/34419,2025-09-27,2025-10-16 07:23:31,SPU130-黑色-S
547,2025-10-02,GAP官方旗舰店,190127,休闲衬衫热卖款,149436,SPU130-黑色-XXL,30,51,33,30008,8,8,2750,SPU130,黑色,SUB341,C波,https://shop.example.com/product/82456,2025-10-02,2025-10-22 12:22:31,SPU130-黑色-XXL
548,2025-10-01,ONLY女装官方旗舰店,878826,运动套装秋冬款,744025,SPU131-棕色-XS,51,212,171,4845,206,116,3242,SPU131,棕色,SUB983,D波,https://shop.example.com/product/48187,2025-10-01,2025-10-06 13:49:38,SPU131-棕色-XS
549,2025-09-21,COS女装官方旗舰店,759847,运动套装秋冬款,336490,SPU131-棕色-XS,309,355,180,6787,18,18,16503,SPU131,棕色,SUB811,C波,https://shop.example.com/product/33357,2025-09-21,2025-10-15 12:16:33,SPU131-棕色-XS
550,2025-09-08,H&M童装官方旗舰店,901445,运动套装秋冬款,214705,SPU131-棕色-XS,505,306,52,11315,162,44,9312,SPU131,棕色,SUB604,D波,https://shop.example.com/product/43361,2025-09-08,2025-10-04 19:04:32,SPU131-棕色-XS
551,2025-10-06,森马男装官方旗舰店,576476,运动套装秋冬款,290618,SPU131-棕色-S,83,127,5,23639,56,54,18957,SPU131,棕色,SUB253,B波,https://shop.example.com/product/24809,2025-10-06,2025-10-28 22:59:15,SPU131-棕色-S
552,2025-09-27,太平鸟女装官方旗舰店,812116,风衣新款,436071,SPU132-灰色-XXL,266,192,151,42339,45,24,12606,SPU132,灰色,SUB299,A波,https://shop.example.com/product/80723,2025-09-27,2025-10-22 04:44:32,SPU132-灰色-XXL
553,2025-09-14,ONLY官方旗舰店,403978,风衣新款,408729,SPU132-灰色-均码,618,418,226,1213,100,39,32912,SPU132,灰色,SUB960,D波,https://shop.example.com/product/76659,2025-09-14,2025-10-12 13:34:49,SPU132-灰色-均码
554,2025-10-01,VERO MODA女装官方旗舰店,446652,风衣新款,112314,SPU132-灰色-XL,277,306,237,1363,297,85,676,SPU132,灰色,SUB980,C波,https://shop.example.com/product/90458,2025-10-01,2025-10-22 04:52:11,SPU132-灰色-XL
555,2025-09-30,GAP男装官方旗舰店,632138,风衣新款,817597,SPU132-灰色-XXL,715,349,36,40113,193,80,12416,SPU132,灰色,SUB906,D波,https://shop.example.com/product/75121,2025-09-30,2025-10-19 03:40:42,SPU132-灰色-XXL
556,2025-10-09,太平鸟男装官方旗舰店,547887,家居服新款,765490,SPU133-黑色-XXL,336,131,53,10483,46,38,20744,SPU133,黑色,SUB524,B波,https://shop.example.com/product/45128,2025-10-09,2025-10-27 03:11:51,SPU133-黑色-XXL
557,2025-10-04,ONLY女装官方旗舰店,622199,家居服新款,597198,SPU133-黑色-XXL,163,94,21,10486,57,22,37174,SPU133,黑色,SUB257,A波,https://shop.example.com/product/64835,2025-10-04,2025-10-09 02:49:08,SPU133-黑色-XXL
558,2025-10-10,GXG官方旗舰店,669100,家居服新款,187781,SPU133-黑色-XXXL,18,41,38,8770,25,0,24175,SPU133,黑色,SUB686,B波,https://shop.example.com/product/29779,2025-10-10,2025-10-29 04:14:18,SPU133-黑色-XXXL
559,2025-09-28,Massimo Dutti官方旗舰店,174801,家居服新款,438249,SPU133-黑色-L,885,303,210,14310,146,10,9937,SPU133,黑色,SUB705,C波,https://shop.example.com/product/51393,2025-09-28,2025-10-04 19:55:29,SPU133-黑色-L
560,2025-10-07,ZARA童装官方旗舰店,709815,西装外套春季款,521761,SPU134-粉色-M,476,387,223,16014,340,237,10103,SPU134,粉色,SUB761,D波,https://shop.example.com/product/32591,2025-10-07,2025-10-15 21:47:27,SPU134-粉色-M
561,2025-10-03,H&M男装官方旗舰店,411069,西装外套春季款,796338,SPU134-粉色-XL,368,423,21,28276,318,193,4980,SPU134,粉色,SUB443,C波,https://shop.example.com/product/91723,2025-10-03,2025-10-25 15:17:21,SPU134-粉色-XL
562,2025-09-30,优衣库童装官方旗舰店,801311,西装外套春季款,678001,SPU134-粉色-M,347,263,49,12748,13,3,7010,SPU134,粉色,SUB328,A波,https://shop.example.com/product/15715,2025-09-30,2025-10-16 10:14:36,SPU134-粉色-M
563,2025-10-02,Mango女装官方旗舰店,992329,西装外套春季款,335352,SPU134-粉色-S,360,139,40,4209,136,21,11585,SPU134,粉色,SUB970,B波,https://shop.example.com/product/22368,2025-10-02,2025-10-15 00:54:08,SPU134-粉色-S
564,2025-09-08,Stradivarius官方旗舰店,920102,风衣春季款,179974,SPU135-棕色-XXL,762,486,383,19403,424,261,7382,SPU135,棕色,SUB828,C波,https://shop.example.com/product/80559,2025-09-08,2025-10-07 19:04:04,SPU135-棕色-XXL
565,2025-09-20,森马女装官方旗舰店,537420,风衣春季款,661811,SPU135-棕色-S,127,78,51,19526,55,0,6814,SPU135,棕色,SUB881,A波,https://shop.example.com/product/79578,2025-09-20,2025-10-10 21:59:32,SPU135-棕色-S
566,2025-09-26,森马男装官方旗舰店,663330,风衣春季款,161328,SPU135-棕色-L,199,167,79,20027,67,17,62,SPU135,棕色,SUB143,D波,https://shop.example.com/product/33286,2025-09-26,2025-10-17 21:29:52,SPU135-棕色-L
567,2025-09-07,ONLY女装官方旗舰店,622010,休闲衬衫秋冬款,563726,SPU136-灰色-XS,653,291,268,31486,257,125,20557,SPU136,灰色,SUB633,C波,https://shop.example.com/product/60818,2025-09-07,2025-10-03 09:05:36,SPU136-灰色-XS
568,2025-10-06,欧时力官方旗舰店,518691,休闲衬衫秋冬款,885314,SPU136-灰色-L,318,326,60,39045,205,111,8473,SPU136,灰色,SUB322,C波,https://shop.example.com/product/96311,2025-10-06,2025-10-07 06:57:05,SPU136-灰色-L
569,2025-09-14,优衣库女装官方旗舰店,247754,休闲衬衫秋冬款,849584,SPU136-灰色-XS,223,92,18,11733,14,1,12668,SPU136,灰色,SUB287,A波,https://shop.example.com/product/50060,2025-09-14,2025-10-12 09:47:38,SPU136-灰色-XS
570,2025-09-05,优衣库官方旗舰店,398133,休闲衬衫秋冬款,271017,SPU136-灰色-均码,518,353,272,14218,32,7,18442,SPU136,灰色,SUB850,D波,https://shop.example.com/product/76988,2025-09-05,2025-10-03 06:42:15,SPU136-灰色-均码
571,2025-09-14,美特斯邦威男装官方旗舰店,910009,休闲衬衫秋冬款,834021,SPU136-灰色-L,229,469,46,30871,450,441,29262,SPU136,灰色,SUB257,D波,https://shop.example.com/product/87087,2025-09-14,2025-10-06 12:47:58,SPU136-灰色-L
572,2025-10-29,优衣库女装官方旗舰店,391173,西装外套秋冬款,703316,SPU137-黄色-XXXL,707,312,269,6326,304,82,33665,SPU137,黄色,SUB815,B波,https://shop.example.com/product/24535,2025-10-27,2025-10-30 01:42:06,SPU137-黄色-XXXL
573,2025-09-19,耐克官方旗舰店,159782,西装外套秋冬款,329994,SPU137-黄色-XXXL,884,376,216,26858,281,10,11016,SPU137,黄色,SUB823,A波,https://shop.example.com/product/18177,2025-09-19,2025-10-19 08:45:46,SPU137-黄色-XXXL
574,2025-09-06,VERO MODA女装官方旗舰店,306263,西装外套秋冬款,884330,SPU137-黄色-XXL,1,2,2,22063,1,0,35649,SPU137,黄色,SUB505,B波,https://shop.example.com/product/22630,2025-09-06,2025-10-02 07:14:34,SPU137-黄色-XXL
575,2025-10-10,优衣库男装官方旗舰店,148667,西装外套秋冬款,442504,SPU137-黄色-XXL,1,1,1,16008,1,0,36033,SPU137,黄色,SUB826,A波,https://shop.example.com/product/56567,2025-10-10,2025-10-30 21:19:41,SPU137-黄色-XXL
576,2025-10-04,VERO MODA女装官方旗舰店,538231,西装外套秋冬款,983374,SPU137-黄色-均码,829,283,87,43252,82,72,4092,SPU137,黄色,SUB161,D波,https://shop.example.com/product/62180,2025-10-04,2025-10-23 18:02:59,SPU137-黄色-均码
577,2025-10-23,Bershka官方旗舰店,962595,跑步外套热卖款,579606,SPU138-棕色-XXL,774,273,223,15995,221,219,14885,SPU138,棕色,SUB281,B波,https://shop.example.com/product/75745,2025-10-21,2025-10-25 16:31:20,SPU138-棕色-XXL
578,2025-10-01,ZARA男装官方旗舰店,927959,跑步外套热卖款,313748,SPU138-棕色-XS,219,312,247,26706,197,191,5459,SPU138,棕色,SUB617,C波,https://shop.example.com/product/93230,2025-10-01,2025-10-08 13:39:22,SPU138-棕色-XS
579,2025-09-17,优衣库男装官方旗舰店,668675,跑步外套热卖款,950736,SPU138-棕色-S,103,58,11,26060,56,29,6865,SPU138,棕色,SUB353,D波,https://shop.example.com/product/82371,2025-09-17,2025-10-17 08:45:36,SPU138-棕色-S
580,2025-09-15,阿迪达斯官方旗舰店,177998,休闲衬衫新款,299095,SPU139-粉色-均码,79,156,129,10279,27,6,14785,SPU139,粉色,SUB834,B波,https://shop.example.com/product/22995,2025-09-15,2025-10-09 19:56:03,SPU139-粉色-均码
581,2025-09-18,Mango女装官方旗舰店,632783,休闲衬衫新款,866603,SPU139-粉色-XL,458,344,178,12244,276,236,39327,SPU139,粉色,SUB845,A波,https://shop.example.com/product/79252,2025-09-18,2025-10-17 17:28:41,SPU139-粉色-XL
582,2025-09-30,H&M女装官方旗舰店,901378,休闲衬衫新款,872048,SPU139-粉色-均码,717,244,5,26611,83,61,32309,SPU139,粉色,SUB494,A波,https://shop.example.com/product/95281,2025-09-30,2025-10-13 00:45:17,SPU139-粉色-均码
583,2025-09-17,GAP女装官方旗舰店,759711,家居服热卖款,858489,SPU140-橙色-均码,47,22,18,10947,13,0,35273,SPU140,橙色,SUB635,A波,https://shop.example.com/product/95745,2025-09-17,2025-10-08 04:29:42,SPU140-橙色-均码
584,2025-10-06,江南布衣官方旗舰店,907743,家居服热卖款,178706,SPU140-橙色-L,260,416,239,39760,136,113,26853,SPU140,橙色,SUB219,D波,https://shop.example.com/product/75951,2025-10-06,2025-10-18 12:31:00,SPU140-橙色-L
585,2025-10-01,GXG官方旗舰店,722246,家居服热卖款,539352,SPU140-橙色-M,505,355,277,45401,56,19,22933,SPU140,橙色,SUB776,D波,https://shop.example.com/product/33356,2025-10-01,2025-10-16 18:51:36,SPU140-橙色-M
586,2025-09-10,耐克官方旗舰店,850980,跑步外套春季款,961833,SPU141-红色-XXL,308,376,359,25610,345,192,24159,SPU141,红色,SUB812,D波,https://shop.example.com/product/79974,2025-09-10,2025-10-02 02:34:41,SPU141-红色-XXL
587,2025-09-15,Bershka官方旗舰店,741346,跑步外套春季款,471093,SPU141-红色-S,588,196,24,9067,195,82,29374,SPU141,红色,SUB309,C波,https://shop.example.com/product/90837,2025-09-15,2025-10-04 04:06:28,SPU141-红色-S
588,2025-09-27,美特斯邦威官方旗舰店,441993,跑步外套春季款,334373,SPU141-红色-L,616,259,139,43985,83,55,591,SPU141,红色,SUB882,D波,https://shop.example.com/product/49041,2025-09-27,2025-10-24 04:25:40,SPU141-红色-L
589,2025-10-08,GXG男装官方旗舰店,737355,跑步外套春季款,123566,SPU141-红色-XS,911,453,137,41117,69,60,9353,SPU141,红色,SUB883,D波,https://shop.example.com/product/65450,2025-10-08,2025-10-15 16:34:17,SPU141-红色-XS
590,2025-09-30,H&M官方旗舰店,901604,跑步外套春季款,559142,SPU141-红色-XXXL,587,302,202,31747,155,5,36859,SPU141,红色,SUB103,D波,https://shop.example.com/product/50238,2025-09-30,2025-10-05 20:59:38,SPU141-红色-XXXL
591,2025-10-14,秋水伊人女装官方旗舰店,367292,童装套装经典款,686311,SPU142-棕色-均码,720,351,351,40488,348,292,18627,SPU142,棕色,SUB515,C波,https://shop.example.com/product/19865,2025-10-12,2025-10-16 19:29:18,SPU142-棕色-均码
592,2025-09-20,ONLY官方旗舰店,941721,童装套装经典款,737809,SPU142-棕色-XXL,1032,488,433,19809,260,57,26932,SPU142,棕色,SUB573,B波,https://shop.example.com/product/47876,2025-09-20,2025-10-03 17:27:23,SPU142-棕色-XXL
593,2025-10-01,韩都衣舍女装官方旗舰店,760512,童装套装经典款,460041,SPU142-棕色-S,422,429,204,48042,234,148,35155,SPU142,棕色,SUB927,A波,https://shop.example.com/product/59914,2025-10-01,2025-10-02 05:53:03,SPU142-棕色-S
594,2025-10-03,森马女装官方旗舰店,129312,童装套装经典款,378104,SPU142-棕色-S,148,149,80,647,149,42,33735,SPU142,棕色,SUB925,D波,https://shop.example.com/product/11299,2025-10-03,2025-10-27 10:25:17,SPU142-棕色-S
595,2025-10-19,Massimo Dutti官方旗舰店,976288,羽绒服夏季款,132924,SPU143-黄色-XS,83,167,102,9144,43,29,2561,SPU143,黄色,SUB506,D波,https://shop.example.com/product/47994,2025-10-11,2025-10-25 19:06:21,SPU143-黄色-XS
